,ai,knn_shr_ai,district_ai_share,partisan_dislocation,NAMELSAD
0,0,0.03243744207599629,0.03373231773667029,0.0012948756606740025,State Senate District 18
1,0,0.03348381117522198,0.03373231773667029,0.00024850656144831396,State Senate District 18
2,0,0.02929833477831923,0.03373231773667029,0.004433982958351061,State Senate District 18
3,0,0.03348381117522198,0.03373231773667029,0.00024850656144831396,State Senate District 18
4,0,0.035576549373673355,0.03373231773667029,-0.0018442316370030631,State Senate District 18
5,0,0.02929833477831923,0.03373231773667029,0.004433982958351061,State Senate District 18
6,0,0.037669287572124725,0.03373231773667029,-0.003936969835454433,State Senate District 18
7,0,0.03453018027444767,0.03373231773667029,-0.0007978625377773746,State Senate District 18
8,0,0.03348381117522198,0.03373231773667029,0.00024850656144831396,State Senate District 18
9,0,0.03348381117522198,0.03373231773667029,0.00024850656144831396,State Senate District 18
10,0,0.037669287572124725,0.03373231773667029,-0.003936969835454433,State Senate District 18
11,0,0.038715656671350414,0.03373231773667029,-0.004983338934680122,State Senate District 18
12,0,0.037669287572124725,0.03373231773667029,-0.003936969835454433,State Senate District 18
13,0,0.03348381117522198,0.03373231773667029,0.00024850656144831396,State Senate District 18
14,0,0.03662291847289904,0.03373231773667029,-0.0028906007362287447,State Senate District 18
15,0,0.03453018027444767,0.03373231773667029,-0.0007978625377773746,State Senate District 18
16,0,0.03243744207599629,0.03373231773667029,0.0012948756606740025,State Senate District 18
17,0,0.02929833477831923,0.03373231773667029,0.004433982958351061,State Senate District 18
18,0,0.03243744207599629,0.03373231773667029,0.0012948756606740025,State Senate District 18
19,0,0.03453018027444767,0.03373231773667029,-0.0007978625377773746,State Senate District 18
20,0,0.03662291847289904,0.03373231773667029,-0.0028906007362287447,State Senate District 18
21,0,0.037669287572124725,0.03373231773667029,-0.003936969835454433,State Senate District 18
22,0,0.037669287572124725,0.03373231773667029,-0.003936969835454433,State Senate District 18
23,0,0.03348381117522198,0.03373231773667029,0.00024850656144831396,State Senate District 18
24,0,0.03348381117522198,0.03373231773667029,0.00024850656144831396,State Senate District 18
25,0,0.037669287572124725,0.03373231773667029,-0.003936969835454433,State Senate District 18
26,0,0.03662291847289904,0.03373231773667029,-0.0028906007362287447,State Senate District 18
27,0,0.03034470387754492,0.03373231773667029,0.0033876138591253727,State Senate District 18
28,1,0.04604024036593022,0.04149377593360996,-0.004546464432320263,State Senate District 17
29,1,0.0397620257705761,0.04149377593360996,0.0017317501630338544,State Senate District 17
30,1,0.040808394869801784,0.04149377593360996,0.0006853810638081728,State Senate District 17
31,1,0.040808394869801784,0.04149377593360996,0.0006853810638081728,State Senate District 17
32,1,0.0397620257705761,0.04149377593360996,0.0017317501630338544,State Senate District 17
33,1,0.04290113306825316,0.04149377593360996,-0.0014073571346432043,State Senate District 17
34,1,0.04499387126670453,0.04149377593360996,-0.0035000953330945744,State Senate District 17
35,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
36,0,0.0481329785643816,0.04149377593360996,-0.00663920263077164,State Senate District 17
37,0,0.04604024036593022,0.04149377593360996,-0.004546464432320263,State Senate District 17
38,0,0.04499387126670453,0.04149377593360996,-0.0035000953330945744,State Senate District 17
39,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
40,0,0.040808394869801784,0.04149377593360996,0.0006853810638081728,State Senate District 17
41,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
42,0,0.04499387126670453,0.04149377593360996,-0.0035000953330945744,State Senate District 17
43,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
44,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
45,0,0.04604024036593022,0.04149377593360996,-0.004546464432320263,State Senate District 17
46,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
47,0,0.04394750216747885,0.04149377593360996,-0.002453726233868893,State Senate District 17
48,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
49,0,0.040808394869801784,0.04149377593360996,0.0006853810638081728,State Senate District 17
50,0,0.04604024036593022,0.04149377593360996,-0.004546464432320263,State Senate District 17
51,0,0.04290113306825316,0.04149377593360996,-0.0014073571346432043,State Senate District 17
52,0,0.04708660946515591,0.04149377593360996,-0.0055928335315459515,State Senate District 17
53,0,0.0481329785643816,0.04149377593360996,-0.00663920263077164,State Senate District 17
54,0,0.04394750216747885,0.04149377593360996,-0.002453726233868893,State Senate District 17
55,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
56,0,0.04708660946515591,0.04149377593360996,-0.0055928335315459515,State Senate District 17
57,0,0.04290113306825316,0.04149377593360996,-0.0014073571346432043,State Senate District 17
58,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
59,0,0.040808394869801784,0.04149377593360996,0.0006853810638081728,State Senate District 17
60,0,0.040808394869801784,0.04149377593360996,0.0006853810638081728,State Senate District 17
61,0,0.040808394869801784,0.04149377593360996,0.0006853810638081728,State Senate District 17
62,0,0.040808394869801784,0.04149377593360996,0.0006853810638081728,State Senate District 17
63,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
64,0,0.04394750216747885,0.04149377593360996,-0.002453726233868893,State Senate District 17
65,0,0.04604024036593022,0.04149377593360996,-0.004546464432320263,State Senate District 17
66,0,0.04185476396902747,0.04149377593360996,-0.00036098803541751573,State Senate District 17
67,0,0.040808394869801784,0.04149377593360996,0.0006853810638081728,State Senate District 17
68,0,0.04499387126670453,0.04149377593360996,-0.0035000953330945744,State Senate District 17
69,0,0.04499387126670453,0.04149377593360996,-0.0035000953330945744,State Senate District 17
